bibliographiccitation,references,basisofrecord,dynamicproperties,totallength_mm,taillength_mm,hindfootlength_mm,earlength_mm,bodyweight_g,occurrenceid,catalognumber,recordnumber,sex,lifestage,reproductivecondition,occurrenceremarks,associatedoccurrences,year,month,verbatimeventdate,continent,islandgroup,island,country,countrycode,stateprovince,verbatimelevation,decimallatitude,decimallongitude,verbatimlatitude,verbatimlongitude,scientificname,genus,subgenus,specificepithet,lengthinmm,lengthunitsinferred,massing,massunitsinferred,underivedlifestage,underivedsex
Sam Noble Oklahoma Museum of Natural History. Mammals Specimens. Record ID: urn:catalog:OMNH:Mammals:26385. Source: http://65.52.215.125/ipt/resource.do?r=mammals (source published on 2017-10-16),http://portal.vertnet.org/o/omnh/mammals?id=urn-catalog-omnh-mammals-26385,PreservedSpecimen,"{""totalLengthInmm"":""123"", ""tailLengthInmm"":""55"", ""hindfootLengthInmm"":""17"", ""earLengthInmm"":""13"", ""weightIn"":""X""}",,,,,,urn:catalog:OMNH:Mammals:26385,26385,"WGH , 21949",male,,,,,19681969,2-Aug,1/1/00,Europe,,,Denmark,,Midtjylland,,55.857025,10.075847,,,Mus musculus,Mus,,musculus,123,0,,,,M
Sam Noble Oklahoma Museum of Natural History. Mammals Specimens. Record ID: urn:catalog:OMNH:Mammals:26386. Source: http://65.52.215.125/ipt/resource.do?r=mammals (source published on 2017-10-16),http://portal.vertnet.org/o/omnh/mammals?id=urn-catalog-omnh-mammals-26386,PreservedSpecimen,"{""totalLengthInmm"":""125"", ""tailLengthInmm"":""58"", ""hindfootLengthInmm"":""17"", ""earLengthInmm"":""12"", ""weightIn"":""X""}",,,,,,urn:catalog:OMNH:Mammals:26386,26386,"WGH , 21950",female,,,,,19681969,2-Aug,1/1/00,Europe,,,Denmark,,Midtjylland,,55.857025,10.075847,,,Mus musculus,Mus,,musculus,125,0,,,,F
Sam Noble Oklahoma Museum of Natural History. Mammals Specimens. Record ID: urn:catalog:OMNH:Mammals:26389. Source: http://65.52.215.125/ipt/resource.do?r=mammals (source published on 2017-10-16),http://portal.vertnet.org/o/omnh/mammals?id=urn-catalog-omnh-mammals-26389,PreservedSpecimen,"{""totalLengthInmm"":""137"", ""tailLengthInmm"":""64"", ""hindfootLengthInmm"":""17"", ""earLengthInmm"":""13"", ""weightIn"":""X""}",,,,,,urn:catalog:OMNH:Mammals:26389,26389,"WGH , 21954",female,,,,,19681969,2-Aug,1/1/00,Europe,,,Denmark,,Midtjylland,,55.857025,10.075847,,,Mus musculus,Mus,,musculus,137,0,,,,F
Sam Noble Oklahoma Museum of Natural History. Mammals Specimens. Record ID: urn:catalog:OMNH:Mammals:26378. Source: http://65.52.215.125/ipt/resource.do?r=mammals (source published on 2017-10-16),http://portal.vertnet.org/o/omnh/mammals?id=urn-catalog-omnh-mammals-26378,PreservedSpecimen,"{""totalLengthInmm"":""138"", ""tailLengthInmm"":""55"", ""hindfootLengthInmm"":""16"", ""earLengthInmm"":""13"", ""weightIn"":""X""}",,,,,,urn:catalog:OMNH:Mammals:26378,26378,"WGH , 21942",male,,,,,19681969,2-Aug,1/1/00,Europe,,,Denmark,,Midtjylland,,55.857025,10.075847,,,Mus musculus,Mus,,musculus,138,0,,,,M
Sam Noble Oklahoma Museum of Natural History. Mammals Specimens. Record ID: urn:catalog:OMNH:Mammals:26384. Source: http://65.52.215.125/ipt/resource.do?r=mammals (source published on 2017-10-16),http://portal.vertnet.org/o/omnh/mammals?id=urn-catalog-omnh-mammals-26384,PreservedSpecimen,"{""totalLengthInmm"":""139"", ""tailLengthInmm"":""64"", ""hindfootLengthInmm"":""17"", ""earLengthInmm"":""14"", ""weightIn"":""X""}",,,,,,urn:catalog:OMNH:Mammals:26384,26384,"WGH , 21948",female,,,,,19681969,2-Aug,1/1/00,Europe,,,Denmark,,Midtjylland,,55.857025,10.075847,,,Mus musculus,Mus,,musculus,139,0,,,,F
Sam Noble Oklahoma Museum of Natural History. Mammals Specimens. Record ID: urn:catalog:OMNH:Mammals:26373. Source: http://65.52.215.125/ipt/resource.do?r=mammals (source published on 2017-10-16),http://portal.vertnet.org/o/omnh/mammals?id=urn-catalog-omnh-mammals-26373,PreservedSpecimen,"{""totalLengthInmm"":""142"", ""tailLengthInmm"":""64"", ""hindfootLengthInmm"":""16"", ""earLengthInmm"":""13"", ""weightIn"":""X""}",,,,,,urn:catalog:OMNH:Mammals:26373,26373,"WGH , 21937",female,,,,,19681969,2-Aug,1/1/00,Europe,,,Denmark,,Midtjylland,,55.857025,10.075847,,,Mus musculus,Mus,,musculus,142,0,,,,F
Sam Noble Oklahoma Museum of Natural History. Mammals Specimens. Record ID: urn:catalog:OMNH:Mammals:26380. Source: http://65.52.215.125/ipt/resource.do?r=mammals (source published on 2017-10-16),http://portal.vertnet.org/o/omnh/mammals?id=urn-catalog-omnh-mammals-26380,PreservedSpecimen,"{""totalLengthInmm"":""144"", ""tailLengthInmm"":""60"", ""hindfootLengthInmm"":""17"", ""earLengthInmm"":""14"", ""weightIn"":""X""}",,,,,,urn:catalog:OMNH:Mammals:26380,26380,"WGH , 21944",female,,,,,19681969,2-Aug,1/1/00,Europe,,,Denmark,,Midtjylland,,55.857025,10.075847,,,Mus musculus,Mus,,musculus,144,0,,,,F
Sam Noble Oklahoma Museum of Natural History. Mammals Specimens. Record ID: urn:catalog:OMNH:Mammals:26387. Source: http://65.52.215.125/ipt/resource.do?r=mammals (source published on 2017-10-16),http://portal.vertnet.org/o/omnh/mammals?id=urn-catalog-omnh-mammals-26387,PreservedSpecimen,"{""totalLengthInmm"":""145"", ""tailLengthInmm"":""65"", ""hindfootLengthInmm"":""18"", ""earLengthInmm"":""13"", ""weightIn"":""X""}",,,,,,urn:catalog:OMNH:Mammals:26387,26387,"WGH , 21952",female,,,,,19681969,2-Aug,1/1/00,Europe,,,Denmark,,Midtjylland,,55.857025,10.075847,,,Mus musculus,Mus,,musculus,145,0,,,,F
Sam Noble Oklahoma Museum of Natural History. Mammals Specimens. Record ID: urn:catalog:OMNH:Mammals:26374. Source: http://65.52.215.125/ipt/resource.do?r=mammals (source published on 2017-10-16),http://portal.vertnet.org/o/omnh/mammals?id=urn-catalog-omnh-mammals-26374,PreservedSpecimen,"{""totalLengthInmm"":""146"", ""tailLengthInmm"":""69"", ""hindfootLengthInmm"":""17"", ""earLengthInmm"":""13"", ""weightIn"":""X""}",,,,,,urn:catalog:OMNH:Mammals:26374,26374,"WGH , 21938",male,,,,,19681969,2-Aug,1/1/00,Europe,,,Denmark,,Midtjylland,,55.857025,10.075847,,,Mus musculus,Mus,,musculus,146,0,,,,M
Sam Noble Oklahoma Museum of Natural History. Mammals Specimens. Record ID: urn:catalog:OMNH:Mammals:26388. Source: http://65.52.215.125/ipt/resource.do?r=mammals (source published on 2017-10-16),http://portal.vertnet.org/o/omnh/mammals?id=urn-catalog-omnh-mammals-26388,PreservedSpecimen,"{""totalLengthInmm"":""146"", ""tailLengthInmm"":""68"", ""hindfootLengthInmm"":""16"", ""earLengthInmm"":""12"", ""weightIn"":""X""}",,,,,,urn:catalog:OMNH:Mammals:26388,26388,"WGH , 21953",male,,,,,19681969,2-Aug,1/1/00,Europe,,,Denmark,,Midtjylland,,55.857025,10.075847,,,Mus musculus,Mus,,musculus,146,0,,,,M
Sam Noble Oklahoma Museum of Natural History. Mammals Specimens. Record ID: urn:catalog:OMNH:Mammals:26377. Source: http://65.52.215.125/ipt/resource.do?r=mammals (source published on 2017-10-16),http://portal.vertnet.org/o/omnh/mammals?id=urn-catalog-omnh-mammals-26377,PreservedSpecimen,"{""totalLengthInmm"":""148"", ""tailLengthInmm"":""67"", ""hindfootLengthInmm"":""18"", ""earLengthInmm"":""14"", ""weightIn"":""X""}",,,,,,urn:catalog:OMNH:Mammals:26377,26377,"WGH , 21941",male,,,,,19681969,2-Aug,1/1/00,Europe,,,Denmark,,Midtjylland,,55.857025,10.075847,,,Mus musculus,Mus,,musculus,148,0,,,,M
Sam Noble Oklahoma Museum of Natural History. Mammals Specimens. Record ID: urn:catalog:OMNH:Mammals:26376. Source: http://65.52.215.125/ipt/resource.do?r=mammals (source published on 2017-10-16),http://portal.vertnet.org/o/omnh/mammals?id=urn-catalog-omnh-mammals-26376,PreservedSpecimen,"{""totalLengthInmm"":""148"", ""tailLengthInmm"":""67"", ""hindfootLengthInmm"":""17"", ""earLengthInmm"":""14"", ""weightIn"":""X""}",,,,,,urn:catalog:OMNH:Mammals:26376,26376,"WGH , 21940",female,,,,,19681969,2-Aug,1/1/00,Europe,,,Denmark,,Midtjylland,,55.857025,10.075847,,,Mus musculus,Mus,,musculus,148,0,,,,F
Sam Noble Oklahoma Museum of Natural History. Mammals Specimens. Record ID: urn:catalog:OMNH:Mammals:26375. Source: http://65.52.215.125/ipt/resource.do?r=mammals (source published on 2017-10-16),http://portal.vertnet.org/o/omnh/mammals?id=urn-catalog-omnh-mammals-26375,PreservedSpecimen,"{""totalLengthInmm"":""150"", ""tailLengthInmm"":""65"", ""hindfootLengthInmm"":""18"", ""earLengthInmm"":""14"", ""weightIn"":""X""}",,,,,,urn:catalog:OMNH:Mammals:26375,26375,"WGH , 21939",male,,,,,19681969,2-Aug,1/1/00,Europe,,,Denmark,,Midtjylland,,55.857025,10.075847,,,Mus musculus,Mus,,musculus,150,0,,,,M
Sam Noble Oklahoma Museum of Natural History. Mammals Specimens. Record ID: urn:catalog:OMNH:Mammals:26381. Source: http://65.52.215.125/ipt/resource.do?r=mammals (source published on 2017-10-16),http://portal.vertnet.org/o/omnh/mammals?id=urn-catalog-omnh-mammals-26381,PreservedSpecimen,"{""totalLengthInmm"":""152"", ""tailLengthInmm"":""67"", ""hindfootLengthInmm"":""18"", ""earLengthInmm"":""13"", ""weightIn"":""X""}",,,,,,urn:catalog:OMNH:Mammals:26381,26381,"WGH , 21945",male,,,,,19681969,2-Aug,1/1/00,Europe,,,Denmark,,Midtjylland,,55.857025,10.075847,,,Mus musculus,Mus,,musculus,152,0,,,,M
Sam Noble Oklahoma Museum of Natural History. Mammals Specimens. Record ID: urn:catalog:OMNH:Mammals:26383. Source: http://65.52.215.125/ipt/resource.do?r=mammals (source published on 2017-10-16),http://portal.vertnet.org/o/omnh/mammals?id=urn-catalog-omnh-mammals-26383,PreservedSpecimen,"{""totalLengthInmm"":""157"", ""tailLengthInmm"":""70"", ""hindfootLengthInmm"":""18"", ""earLengthInmm"":""15"", ""weightIn"":""X""}",,,,,,urn:catalog:OMNH:Mammals:26383,26383,"WGH , 21947",male,,,,,19681969,2-Aug,1/1/00,Europe,,,Denmark,,Midtjylland,,55.857025,10.075847,,,Mus musculus,Mus,,musculus,157,0,,,,M
Sam Noble Oklahoma Museum of Natural History. Mammals Specimens. Record ID: urn:catalog:OMNH:Mammals:26372. Source: http://65.52.215.125/ipt/resource.do?r=mammals (source published on 2017-10-16),http://portal.vertnet.org/o/omnh/mammals?id=urn-catalog-omnh-mammals-26372,PreservedSpecimen,"{""totalLengthInmm"":""165"", ""tailLengthInmm"":""73"", ""hindfootLengthInmm"":""16"", ""earLengthInmm"":""13"", ""weightIn"":""X""}",,,,,,urn:catalog:OMNH:Mammals:26372,26372,"WGH , 21936",female,,,,,19681969,2-Aug,1/1/00,Europe,,,Denmark,,Midtjylland,,55.857025,10.075847,,,Mus musculus,Mus,,musculus,165,0,,,,F
Sam Noble Oklahoma Museum of Natural History. Mammals Specimens. Record ID: urn:catalog:OMNH:Mammals:24125. Source: http://65.52.215.125/ipt/resource.do?r=mammals (source published on 2017-10-16),http://portal.vertnet.org/o/omnh/mammals?id=urn-catalog-omnh-mammals-24125,PreservedSpecimen,"{""totalLengthInmm"":""121"", ""tailLengthInmm"":""59"", ""hindfootLengthInmm"":""17"", ""earLengthInmm"":""13"", ""weightIn"":""X""}",,,,,,urn:catalog:OMNH:Mammals:24125,24125,"WGH , 20608",male,,,,,1968,10,10/1/68,Europe,,,Denmark,,Midtjylland,,55.860337,9.00424,,,Mus musculus,Mus,,musculus,121,0,,,,M
Sam Noble Oklahoma Museum of Natural History. Mammals Specimens. Record ID: urn:catalog:OMNH:Mammals:24114. Source: http://65.52.215.125/ipt/resource.do?r=mammals (source published on 2017-10-16),http://portal.vertnet.org/o/omnh/mammals?id=urn-catalog-omnh-mammals-24114,PreservedSpecimen,"{""totalLengthInmm"":""147"", ""tailLengthInmm"":""62"", ""hindfootLengthInmm"":""17"", ""earLengthInmm"":""13"", ""weightIn"":""X""}",,,,,,urn:catalog:OMNH:Mammals:24114,24114,"WGH , 20585",female,,,,,1968,10,10/1/68,Europe,,,Denmark,,Midtjylland,,55.860337,9.00424,,,Mus musculus,Mus,,musculus,147,0,,,,F
Sam Noble Oklahoma Museum of Natural History. Mammals Specimens. Record ID: urn:catalog:OMNH:Mammals:24122. Source: http://65.52.215.125/ipt/resource.do?r=mammals (source published on 2017-10-16),http://portal.vertnet.org/o/omnh/mammals?id=urn-catalog-omnh-mammals-24122,PreservedSpecimen,"{""totalLengthInmm"":""148"", ""tailLengthInmm"":""73"", ""hindfootLengthInmm"":""18"", ""earLengthInmm"":""14"", ""weightIn"":""X""}",,,,,,urn:catalog:OMNH:Mammals:24122,24122,"WGH , 20593",female,,,,,1968,10,10/1/68,Europe,,,Denmark,,Midtjylland,,55.860337,9.00424,,,Mus musculus,Mus,,musculus,148,0,,,,F
Sam Noble Oklahoma Museum of Natural History. Mammals Specimens. Record ID: urn:catalog:OMNH:Mammals:24107. Source: http://65.52.215.125/ipt/resource.do?r=mammals (source published on 2017-10-16),http://portal.vertnet.org/o/omnh/mammals?id=urn-catalog-omnh-mammals-24107,PreservedSpecimen,"{""totalLengthInmm"":""148"", ""tailLengthInmm"":""68"", ""hindfootLengthInmm"":""17"", ""earLengthInmm"":""14"", ""weightIn"":""X""}",,,,,,urn:catalog:OMNH:Mammals:24107,24107,"WGH , 20577",female,,,,,1968,10,10/1/68,Europe,,,Denmark,,Midtjylland,,55.860337,9.00424,,,Mus musculus,Mus,,musculus,148,0,,,,F
Sam Noble Oklahoma Museum of Natural History. Mammals Specimens. Record ID: urn:catalog:OMNH:Mammals:24105. Source: http://65.52.215.125/ipt/resource.do?r=mammals (source published on 2017-10-16),http://portal.vertnet.org/o/omnh/mammals?id=urn-catalog-omnh-mammals-24105,PreservedSpecimen,"{""totalLengthInmm"":""148"", ""tailLengthInmm"":""64"", ""hindfootLengthInmm"":""18"", ""earLengthInmm"":""14"", ""weightIn"":""X""}",,,,,,urn:catalog:OMNH:Mammals:24105,24105,"WGH , 20575",female,,,,,1968,10,10/1/68,Europe,,,Denmark,,Midtjylland,,55.860337,9.00424,,,Mus musculus,Mus,,musculus,148,0,,,,F
Sam Noble Oklahoma Museum of Natural History. Mammals Specimens. Record ID: urn:catalog:OMNH:Mammals:24124. Source: http://65.52.215.125/ipt/resource.do?r=mammals (source published on 2017-10-16),http://portal.vertnet.org/o/omnh/mammals?id=urn-catalog-omnh-mammals-24124,PreservedSpecimen,"{""totalLengthInmm"":""154"", ""tailLengthInmm"":""76"", ""hindfootLengthInmm"":""18"", ""earLengthInmm"":""14"", ""weightIn"":""X""}",,,,,,urn:catalog:OMNH:Mammals:24124,24124,"WGH , 20607",female,,,,,1968,10,10/1/68,Europe,,,Denmark,,Midtjylland,,55.860337,9.00424,,,Mus musculus,Mus,,musculus,154,0,,,,F
Sam Noble Oklahoma Museum of Natural History. Mammals Specimens. Record ID: urn:catalog:OMNH:Mammals:24112. Source: http://65.52.215.125/ipt/resource.do?r=mammals (source published on 2017-10-16),http://portal.vertnet.org/o/omnh/mammals?id=urn-catalog-omnh-mammals-24112,PreservedSpecimen,"{""totalLengthInmm"":""155"", ""tailLengthInmm"":""74"", ""hindfootLengthInmm"":""17"", ""earLengthInmm"":""14"", ""weightIn"":""X""}",,,,,,urn:catalog:OMNH:Mammals:24112,24112,"WGH , 20583",male,,,,,1968,10,10/1/68,Europe,,,Denmark,,Midtjylland,,55.860337,9.00424,,,Mus musculus,Mus,,musculus,155,0,,,,M
Sam Noble Oklahoma Museum of Natural History. Mammals Specimens. Record ID: urn:catalog:OMNH:Mammals:24106. Source: http://65.52.215.125/ipt/resource.do?r=mammals (source published on 2017-10-16),http://portal.vertnet.org/o/omnh/mammals?id=urn-catalog-omnh-mammals-24106,PreservedSpecimen,"{""totalLengthInmm"":""156"", ""tailLengthInmm"":""74"", ""hindfootLengthInmm"":""18"", ""earLengthInmm"":""14"", ""weightIn"":""X""}",,,,,,urn:catalog:OMNH:Mammals:24106,24106,"WGH , 20576",male,,,,,1968,10,10/1/68,Europe,,,Denmark,,Midtjylland,,55.860337,9.00424,,,Mus musculus,Mus,,musculus,156,0,,,,M
Sam Noble Oklahoma Museum of Natural History. Mammals Specimens. Record ID: urn:catalog:OMNH:Mammals:24104. Source: http://65.52.215.125/ipt/resource.do?r=mammals (source published on 2017-10-16),http://portal.vertnet.org/o/omnh/mammals?id=urn-catalog-omnh-mammals-24104,PreservedSpecimen,"{""totalLengthInmm"":""156"", ""tailLengthInmm"":""73"", ""hindfootLengthInmm"":""18"", ""earLengthInmm"":""15"", ""weightIn"":""X""}",,,,,,urn:catalog:OMNH:Mammals:24104,24104,"WGH , 20574",male,,,,,1968,10,10/1/68,Europe,,,Denmark,,Midtjylland,,55.860337,9.00424,,,Mus musculus,Mus,,musculus,156,0,,,,M
Sam Noble Oklahoma Museum of Natural History. Mammals Specimens. Record ID: urn:catalog:OMNH:Mammals:24120. Source: http://65.52.215.125/ipt/resource.do?r=mammals (source published on 2017-10-16),http://portal.vertnet.org/o/omnh/mammals?id=urn-catalog-omnh-mammals-24120,PreservedSpecimen,"{""totalLengthInmm"":""157"", ""tailLengthInmm"":""75"", ""hindfootLengthInmm"":""18"", ""earLengthInmm"":""14"", ""weightIn"":""X""}",,,,,,urn:catalog:OMNH:Mammals:24120,24120,"WGH , 20591",female,,,,,1968,10,10/1/68,Europe,,,Denmark,,Midtjylland,,55.860337,9.00424,,,Mus musculus,Mus,,musculus,157,0,,,,F
Sam Noble Oklahoma Museum of Natural History. Mammals Specimens. Record ID: urn:catalog:OMNH:Mammals:24111. Source: http://65.52.215.125/ipt/resource.do?r=mammals (source published on 2017-10-16),http://portal.vertnet.org/o/omnh/mammals?id=urn-catalog-omnh-mammals-24111,PreservedSpecimen,"{""totalLengthInmm"":""158"", ""tailLengthInmm"":""73"", ""hindfootLengthInmm"":""18"", ""earLengthInmm"":""15"", ""weightIn"":""X""}",,,,,,urn:catalog:OMNH:Mammals:24111,24111,"WGH , 20582",female,,,,,1968,10,10/1/68,Europe,,,Denmark,,Midtjylland,,55.860337,9.00424,,,Mus musculus,Mus,,musculus,158,0,,,,F
Sam Noble Oklahoma Museum of Natural History. Mammals Specimens. Record ID: urn:catalog:OMNH:Mammals:24118. Source: http://65.52.215.125/ipt/resource.do?r=mammals (source published on 2017-10-16),http://portal.vertnet.org/o/omnh/mammals?id=urn-catalog-omnh-mammals-24118,PreservedSpecimen,"{""totalLengthInmm"":""161"", ""tailLengthInmm"":""64"", ""hindfootLengthInmm"":""19"", ""earLengthInmm"":""16"", ""weightIn"":""X""}",,,,,,urn:catalog:OMNH:Mammals:24118,24118,"WGH , 20589",female,,,,,1968,10,10/1/68,Europe,,,Denmark,,Midtjylland,,55.860337,9.00424,,,Mus musculus,Mus,,musculus,161,0,,,,F
Sam Noble Oklahoma Museum of Natural History. Mammals Specimens. Record ID: urn:catalog:OMNH:Mammals:24119. Source: http://65.52.215.125/ipt/resource.do?r=mammals (source published on 2017-10-16),http://portal.vertnet.org/o/omnh/mammals?id=urn-catalog-omnh-mammals-24119,PreservedSpecimen,"{""totalLengthInmm"":""163"", ""tailLengthInmm"":""77"", ""hindfootLengthInmm"":""18"", ""earLengthInmm"":""14"", ""weightIn"":""X""}",,,,,,urn:catalog:OMNH:Mammals:24119,24119,"WGH , 20590",male,,,,,1968,10,10/1/68,Europe,,,Denmark,,Midtjylland,,55.860337,9.00424,,,Mus musculus,Mus,,musculus,163,0,,,,M
Sam Noble Oklahoma Museum of Natural History. Mammals Specimens. Record ID: urn:catalog:OMNH:Mammals:24121. Source: http://65.52.215.125/ipt/resource.do?r=mammals (source published on 2017-10-16),http://portal.vertnet.org/o/omnh/mammals?id=urn-catalog-omnh-mammals-24121,PreservedSpecimen,"{""totalLengthInmm"":""163"", ""tailLengthInmm"":""74"", ""hindfootLengthInmm"":""18"", ""earLengthInmm"":""15"", ""weightIn"":""X""}",,,,,,urn:catalog:OMNH:Mammals:24121,24121,"WGH , 20592",male,,,,,1968,10,10/1/68,Europe,,,Denmark,,Midtjylland,,55.860337,9.00424,,,Mus musculus,Mus,,musculus,163,0,,,,M
Sam Noble Oklahoma Museum of Natural History. Mammals Specimens. Record ID: urn:catalog:OMNH:Mammals:24113. Source: http://65.52.215.125/ipt/resource.do?r=mammals (source published on 2017-10-16),http://portal.vertnet.org/o/omnh/mammals?id=urn-catalog-omnh-mammals-24113,PreservedSpecimen,"{""totalLengthInmm"":""165"", ""tailLengthInmm"":""76"", ""hindfootLengthInmm"":""19"", ""earLengthInmm"":""16"", ""weightIn"":""X""}",,,,,,urn:catalog:OMNH:Mammals:24113,24113,"WGH , 20584",female,,,,,1968,10,10/1/68,Europe,,,Denmark,,Midtjylland,,55.860337,9.00424,,,Mus musculus,Mus,,musculus,165,0,,,,F
Sam Noble Oklahoma Museum of Natural History. Mammals Specimens. Record ID: urn:catalog:OMNH:Mammals:24109. Source: http://65.52.215.125/ipt/resource.do?r=mammals (source published on 2017-10-16),http://portal.vertnet.org/o/omnh/mammals?id=urn-catalog-omnh-mammals-24109,PreservedSpecimen,"{""totalLengthInmm"":""165"", ""tailLengthInmm"":""75"", ""hindfootLengthInmm"":""19"", ""earLengthInmm"":""15"", ""weightIn"":""X""}",,,,,,urn:catalog:OMNH:Mammals:24109,24109,"WGH , 20580",female,,,,,1968,10,10/1/68,Europe,,,Denmark,,Midtjylland,,55.860337,9.00424,,,Mus musculus,Mus,,musculus,165,0,,,,F
Sam Noble Oklahoma Museum of Natural History. Mammals Specimens. Record ID: urn:catalog:OMNH:Mammals:24097. Source: http://65.52.215.125/ipt/resource.do?r=mammals (source published on 2017-10-16),http://portal.vertnet.org/o/omnh/mammals?id=urn-catalog-omnh-mammals-24097,PreservedSpecimen,"{""totalLengthInmm"":""167"", ""tailLengthInmm"":""78"", ""hindfootLengthInmm"":""18"", ""earLengthInmm"":""X"", ""weightIn"":""X""}",,,,,,urn:catalog:OMNH:Mammals:24097,24097,"WGH , 20567",female,,,,,1968,10,10/1/68,Europe,,,Denmark,,Midtjylland,,55.860337,9.00424,,,Mus musculus,Mus,,musculus,167,0,,,,F
Sam Noble Oklahoma Museum of Natural History. Mammals Specimens. Record ID: urn:catalog:OMNH:Mammals:24110. Source: http://65.52.215.125/ipt/resource.do?r=mammals (source published on 2017-10-16),http://portal.vertnet.org/o/omnh/mammals?id=urn-catalog-omnh-mammals-24110,PreservedSpecimen,"{""totalLengthInmm"":""168"", ""tailLengthInmm"":""80"", ""hindfootLengthInmm"":""18"", ""earLengthInmm"":""16"", ""weightIn"":""X""}",,,,,,urn:catalog:OMNH:Mammals:24110,24110,"WGH , 20581",female,,,,,1968,10,10/1/68,Europe,,,Denmark,,Midtjylland,,55.860337,9.00424,,,Mus musculus,Mus,,musculus,168,0,,,,F
